2.177690016,0.435538003,0.311098574,0.000217769,0.000108885,7.26E-05,5.44E-05,4.36E-05,3.63E-05,3.11E-05,2.72E-05,2.42E-05,2.18E-05
0.64690643,0.129381286,0.092415204,6.47E-05,3.23E-05,2.16E-05,1.62E-05,1.29E-05,1.08E-05,9.24E-06,8.09E-06,7.19E-06,6.47E-06
2.279438275,0.455887655,0.325634039,0.000227944,0.000113972,7.60E-05,5.70E-05,4.56E-05,3.80E-05,3.26E-05,2.85E-05,2.53E-05,2.28E-05
0.029908797,0.005981759,0.004272685,2.99E-06,1.50E-06,9.97E-07,7.48E-07,5.98E-07,4.98E-07,4.27E-07,3.74E-07,3.32E-07,2.99E-07
2.443835377,0.488767075,0.34911934,0.000244384,0.000122192,8.15E-05,6.11E-05,4.89E-05,4.07E-05,3.49E-05,3.05E-05,2.72E-05,2.44E-05
0.904353906,0.180870781,0.129193415,9.04E-05,4.52E-05,3.01E-05,2.26E-05,1.81E-05,1.51E-05,1.29E-05,1.13E-05,1.00E-05,9.04E-06
3.046943475,0.609388695,0.435277639,0.000304694,0.000152347,0.000101565,7.62E-05,6.09E-05,5.08E-05,4.35E-05,3.81E-05,3.39E-05,3.05E-05
0.881159248,0.17623185,0.125879893,8.81E-05,4.41E-05,2.94E-05,2.20E-05,1.76E-05,1.47E-05,1.26E-05,1.10E-05,9.79E-06,8.81E-06
2.405539427,0.481107885,0.34364849,0.000240554,0.000120277,8.02E-05,6.01E-05,4.81E-05,4.01E-05,3.44E-05,3.01E-05,2.67E-05,2.41E-05
0.745002979,0.149000596,0.106428997,7.45E-05,3.73E-05,2.48E-05,1.86E-05,1.49E-05,1.24E-05,1.06E-05,9.31E-06,8.28E-06,7.45E-06
2.720633241,0.544126648,0.388661892,0.000272063,0.000136032,9.07E-05,6.80E-05,5.44E-05,4.53E-05,3.89E-05,3.40E-05,3.02E-05,2.72E-05
0.32073739,0.064147478,0.045819627,3.21E-05,1.60E-05,1.07E-05,8.02E-06,6.41E-06,5.35E-06,4.58E-06,4.01E-06,3.56E-06,3.21E-06
0.00132436,0.000264872,0.000189194,1.32E-07,6.62E-08,4.41E-08,3.31E-08,2.65E-08,2.21E-08,1.89E-08,1.66E-08,1.47E-08,1.32E-08
0.79764071,0.159528142,0.113948673,7.98E-05,3.99E-05,2.66E-05,1.99E-05,1.60E-05,1.33E-05,1.14E-05,9.97E-06,8.86E-06,7.98E-06
0.438137284,0.087627457,0.062591041,4.38E-05,2.19E-05,1.46E-05,1.10E-05,8.76E-06,7.30E-06,6.26E-06,5.48E-06,4.87E-06,4.38E-06
1.372879475,0.274575895,0.196125639,0.000137288,6.86E-05,4.58E-05,3.43E-05,2.75E-05,2.29E-05,1.96E-05,1.72E-05,1.53E-05,1.37E-05
0.127956603,0.025591321,0.018279515,1.28E-05,6.40E-06,4.27E-06,3.20E-06,2.56E-06,2.13E-06,1.83E-06,1.60E-06,1.42E-06,1.28E-06
0.762210817,0.152442163,0.10888726,7.62E-05,3.81E-05,2.54E-05,1.91E-05,1.52E-05,1.27E-05,1.09E-05,9.53E-06,8.47E-06,7.62E-06
0.005017447,0.001003489,0.000716778,5.02E-07,2.51E-07,1.67E-07,1.25E-07,1.00E-07,8.36E-08,7.17E-08,6.27E-08,5.58E-08,5.02E-08
0.042609304,0.008521861,0.006087043,4.26E-06,2.13E-06,1.42E-06,1.07E-06,8.52E-07,7.10E-07,6.09E-07,5.33E-07,4.73E-07,4.26E-07
0.177336236,0.035467247,0.025333748,1.77E-05,8.87E-06,5.91E-06,4.43E-06,3.55E-06,2.96E-06,2.53E-06,2.22E-06,1.97E-06,1.77E-06
0.8871334,0.17742668,0.126733343,8.87E-05,4.44E-05,2.96E-05,2.22E-05,1.77E-05,1.48E-05,1.27E-05,1.11E-05,9.86E-06,8.87E-06
0.012823418,0.002564684,0.001831917,1.28E-06,6.41E-07,4.27E-07,3.21E-07,2.56E-07,2.14E-07,1.83E-07,1.60E-07,1.42E-07,1.28E-07
0.636501241,0.127300248,0.090928749,6.37E-05,3.18E-05,2.12E-05,1.59E-05,1.27E-05,1.06E-05,9.09E-06,7.96E-06,7.07E-06,6.37E-06
2.026167887,0.405233577,0.289452555,0.000202617,0.000101308,6.75E-05,5.07E-05,4.05E-05,3.38E-05,2.89E-05,2.53E-05,2.25E-05,2.03E-05
0.646496062,0.129299212,0.09235658,6.46E-05,3.23E-05,2.15E-05,1.62E-05,1.29E-05,1.08E-05,9.24E-06,8.08E-06,7.18E-06,6.46E-06
1.78069118,0.356138236,0.254384454,0.000178069,8.90E-05,5.94E-05,4.45E-05,3.56E-05,2.97E-05,2.54E-05,2.23E-05,1.98E-05,1.78E-05
1.993059008,0.398611802,0.284722715,0.000199306,9.97E-05,6.64E-05,4.98E-05,3.99E-05,3.32E-05,2.85E-05,2.49E-05,2.21E-05,1.99E-05
0.518592208,0.103718442,0.074084601,5.19E-05,2.59E-05,1.73E-05,1.30E-05,1.04E-05,8.64E-06,7.41E-06,6.48E-06,5.76E-06,5.19E-06
2.938148622,0.587629724,0.419735517,0.000293815,0.000146907,9.79E-05,7.35E-05,5.88E-05,4.90E-05,4.20E-05,3.67E-05,3.26E-05,2.94E-05
0.243547307,0.048709461,0.034792472,2.44E-05,1.22E-05,8.12E-06,6.09E-06,4.87E-06,4.06E-06,3.48E-06,3.04E-06,2.71E-06,2.44E-06
0.307131515,0.061426303,0.043875931,3.07E-05,1.54E-05,1.02E-05,7.68E-06,6.14E-06,5.12E-06,4.39E-06,3.84E-06,3.41E-06,3.07E-06
0.65064519,0.130129038,0.092949313,6.51E-05,3.25E-05,2.17E-05,1.63E-05,1.30E-05,1.08E-05,9.29E-06,8.13E-06,7.23E-06,6.51E-06
1.095314293,0.219062859,0.15647347,0.000109531,5.48E-05,3.65E-05,2.74E-05,2.19E-05,1.83E-05,1.56E-05,1.37E-05,1.22E-05,1.10E-05
2.042847003,0.408569401,0.291835286,0.000204285,0.000102142,6.81E-05,5.11E-05,4.09E-05,3.40E-05,2.92E-05,2.55E-05,2.27E-05,2.04E-05
2.442416368,0.488483274,0.348916624,0.000244242,0.000122121,8.14E-05,6.11E-05,4.88E-05,4.07E-05,3.49E-05,3.05E-05,2.71E-05,2.44E-05
0.150617914,0.030123583,0.021516845,1.51E-05,7.53E-06,5.02E-06,3.77E-06,3.01E-06,2.51E-06,2.15E-06,1.88E-06,1.67E-06,1.51E-06
